cluster_number	contributing_patients_long_interval	num_tcrs_in_clust_long_interval	total_reads_long_interval	contributing_patients_no_nact	num_tcrs_in_clust_no_nact	total_reads_no_nact	is_cancer_assoc
47905	1	2	5	6	7	9	False
12220	1	1	3	1	1	1	False
5109	1	1	1	1	1	1	False
27404	1	1	1	1	1	3	False
3900	2	2	3	8	11	25	False
36124	1	1	1	1	1	1	False
21781	1	1	3	1	1	1	False
5829	3	4	4	8	10	16	False
41043	1	1	2	4	4	20	False
31846	4	5	19	8	9	22	False
34914	2	2	2	2	2	2	False
18818	1	1	1	12	17	52	False
47561	1	1	1	1	1	1	False
32156	1	2	3	2	3	6	False
45741	1	1	2	2	2	3	False
39821	1	1	1	1	1	2	False
7356	1	1	2	1	1	1	False
50074	5	6	19	14	16	69	False
45711	1	1	1	1	1	1	False
40480	1	1	2	2	2	6	False
25293	2	2	115	2	2	5	False
37438	2	2	3	2	2	11	False
48661	1	2	3	1	1	1	False
4140	1	1	6	1	1	2	False
45351	1	1	1	1	1	1	False
32674	1	1	1	2	2	3	False
26766	1	1	1	4	4	19	False
13788	1	1	6	1	1	1	False
15402	1	1	1	1	1	1	False
42964	2	2	5	5	8	15	False
41019	2	3	4	11	15	46	False
5874	1	1	1	3	3	5	False
27736	2	3	27	1	1	2	False
19023	1	1	3	7	8	23	False
7802	3	3	14	8	9	23	False
50396	1	1	3	1	1	7	False
4799	2	2	2	1	1	1	False
50979	1	1	1	1	1	3	False
13635	1	1	1	4	4	4	False
27085	1	1	2	1	2	7	False
45448	1	1	1	2	2	5	False
41276	1	1	1	1	1	2	False
27859	1	1	1	1	1	1	False
19372	1	1	1	3	3	7	False
27331	2	2	5	6	6	15	False
38119	1	1	2	1	1	2	False
3894	3	3	3	11	19	91	False
39251	1	1	2	2	2	2	False
15864	1	1	1	1	1	2	False
8654	1	1	1	1	1	1	False
24913	1	1	1	2	2	5	False
27116	1	1	1	2	2	2	False
12515	1	1	1	1	1	15	False
23385	1	1	1	2	2	3	False
17481	1	1	1	2	2	32	False
12227	1	1	2	1	1	7	False
1969	2	3	8	14	23	41	True
49211	2	2	2	4	4	6	False
2116	1	1	1	1	1	1	False
31842	3	5	13	3	5	6	False
28867	3	3	3	7	8	52	True
36740	2	3	6	3	4	12	False
43296	3	5	12	11	19	44	True
30618	1	1	1	2	2	6	False
22953	1	1	1	1	1	1	False
17865	3	4	7	3	3	58	False
12847	1	1	2	2	2	22	False
32812	3	4	80	8	11	22	False
12972	2	2	2	6	7	28	False
12187	1	3	8	2	2	3	False
23518	2	2	17	8	11	29	False
18108	1	1	1	1	2	2	False
17155	1	1	1	1	2	3	False
51695	1	1	2	2	2	3	False
25506	1	1	6	1	1	3	False
408	1	1	2	4	4	6	False
19725	2	2	13	2	2	3	False
21059	2	2	2	9	16	37	True
3823	1	1	2	2	2	5	False
33235	1	1	1	1	1	1	False
34171	1	1	1	1	1	1	False
6463	1	1	1	1	1	1	False
20608	1	1	1	2	2	2	False
5868	2	2	2	3	3	8	False
40279	2	2	9	4	4	20	False
46064	3	3	3	16	19	86	False
22850	1	1	1	2	2	3	False
11134	1	1	1	1	1	1	False
44421	1	1	3	1	1	1	False
9240	2	2	10	7	10	15	False
19781	1	1	1	1	1	6	False
2770	1	1	1	1	1	1	False
39091	4	5	13	9	15	22	False
15782	1	1	1	1	1	1	False
6883	1	1	1	1	1	1	False
4465	1	1	1	3	3	12	False
43208	1	2	2	1	1	2	False
44067	1	1	1	3	4	4	False
33611	3	4	10	9	11	41	False
19925	1	1	1	1	1	1	False
46628	1	1	1	1	1	1	False
35695	3	4	8	3	3	5	False
26641	1	1	2	9	9	14	False
16651	2	2	3	3	3	6	False
37788	1	1	1	1	1	1	False
14006	1	1	1	1	1	5	False
9862	1	1	1	7	8	48	False
47706	1	1	2	1	1	1	False
20833	1	1	1	1	1	2	False
31738	3	3	4	6	7	88	False
51619	1	1	1	1	1	2	False
2563	1	1	1	2	2	3	False
31239	1	1	1	1	1	65	False
29266	2	2	2	4	5	14	False
38781	1	1	1	1	1	1	False
31109	1	1	1	1	1	1	False
42752	2	3	4	4	4	36	False
8468	1	1	1	1	1	1	False
36135	1	1	1	1	1	2	False
21311	1	1	1	5	5	5	False
7428	1	1	1	1	1	4	False
40996	3	3	3	5	7	40	False
40549	1	1	1	1	1	1	False
328	1	1	1	1	1	5	False
36434	1	1	1	1	1	2	False
13123	2	2	3	11	14	18	False
10059	3	3	16	4	5	7	False
52201	1	1	1	1	1	1	False
22727	1	1	1	1	1	2	False
46145	1	1	1	1	1	1	False
35478	1	1	2	1	1	1	False
38378	1	1	1	1	1	1	False
39323	3	3	6	3	3	17	False
40876	1	1	1	1	1	1	False
48616	2	2	4	4	4	4	False
37199	1	1	1	1	1	1	False
28980	1	1	1	1	1	1	False
47469	2	2	3	2	2	65	False
44193	1	1	1	9	11	13	True
45428	1	1	1	4	4	16	True
2229	3	4	5	1	1	2	False
29888	1	1	2	1	1	1	False
52144	1	1	1	4	4	9	False
8385	1	1	1	1	1	1	False
5869	1	1	1	1	1	3	False
1835	1	1	3	4	6	15	False
25583	1	1	3	1	1	1	False
48917	1	1	1	1	1	2	False
51193	1	1	1	2	2	137	False
44229	1	1	1	4	4	61	False
2578	1	1	1	5	5	12	False
16325	1	2	2	1	1	1	False
12553	1	1	1	1	1	1	False
38585	1	1	2	1	1	1	False
12266	1	1	1	2	2	2	False
27973	1	1	3	1	1	2	False
45260	1	1	1	1	1	1	False
2218	1	1	2	4	4	10	False
49159	1	1	1	2	3	5	False
50696	2	3	4	8	8	12	False
46255	1	1	1	1	1	1	False
14047	2	2	21	2	3	5	False
20073	1	1	1	1	1	2	False
16983	1	1	1	1	1	1	False
11284	3	3	3	5	5	6	False
9031	1	1	1	1	1	1	False
49082	1	1	2	2	2	7	False
19674	1	1	2	13	17	56	False
46720	1	1	1	1	1	2	False
5424	1	1	1	1	1	1	False
12398	1	1	2	1	1	1	False
19688	1	1	1	7	10	77	False
27330	1	1	2	8	9	122	False
19399	1	1	1	1	1	4	False
13851	2	2	3	3	3	6	False
20076	2	2	2	1	1	1	False
21678	1	1	1	1	1	1	False
13909	1	1	1	1	1	2	False
11946	1	1	1	1	1	1	False
48473	1	1	4	4	6	137	False
16425	2	2	12	2	2	21	False
25963	1	1	1	1	1	1	False
41250	1	1	1	1	1	2	False
21306	1	1	1	3	4	7	False
6970	1	1	1	1	1	2	False
51887	3	3	4	1	1	1	False
7062	1	1	1	1	1	1	False
38565	1	1	1	1	1	1	False
5720	1	1	1	1	1	2	False
48906	1	1	1	1	1	5	False
33081	1	1	2	10	11	215	False
11331	2	2	2	4	4	4	False
13086	1	1	1	1	1	1	False
9603	1	1	2	1	1	4	False
21765	1	1	1	1	1	1	False
42997	2	2	3	2	2	2	False
22993	1	1	1	1	1	2	False
45140	3	3	4	7	7	19	False
50485	1	1	1	1	1	1	False
30327	1	1	1	2	2	32	False
25989	1	1	1	6	7	16	False
25799	2	2	3	4	6	10	False
9748	1	1	1	1	1	3	False
6986	1	1	1	3	4	9	False
43006	2	2	5	3	3	10	False
32244	1	1	1	2	2	4	False
25982	3	4	8	7	9	15	False
40627	1	1	1	2	3	4	False
35279	1	1	1	1	1	2	False
39289	1	1	3	1	1	1	False
46965	1	1	1	1	1	1	False
2609	1	1	2	1	2	2	False
32927	2	2	4	1	1	3	False
42686	1	1	1	1	1	1	False
42935	1	1	1	6	9	39	True
33142	1	1	1	2	2	2	False
26501	1	1	5	1	1	1	False
17762	1	1	4	1	2	2	False
11086	1	1	6	1	1	1	False
10516	1	1	2	1	1	3	False
36859	1	1	2	1	1	1	False
23758	1	1	1	1	1	20	False
9281	2	2	3	4	4	4	False
8618	1	1	2	1	1	5	False
11096	1	1	2	1	1	5	False
37826	1	1	1	3	3	18	False
39820	1	1	2	1	1	2	False
20456	1	1	2	1	1	1	False
11118	1	1	2	2	2	3	False
34218	1	1	2	2	2	18	False
40374	2	2	2	2	2	10	False
13612	1	1	1	3	5	15	False
30616	2	2	3	1	1	1	False
19416	1	1	1	2	2	6	False
26872	1	1	2	1	1	2	False
44071	1	1	2	5	5	13	False
43856	5	7	13	16	26	40	False
17084	2	3	41	4	4	5	False
16510	1	1	1	1	1	1	False
32767	1	1	1	1	1	1	False
3444	1	1	1	2	3	9	False
17499	1	1	2	1	1	1	False
6208	2	2	17	6	6	19	False
36969	1	1	1	4	4	9	False
34944	1	1	2	3	3	3	False
6634	2	2	39	6	7	8	False
18087	1	1	1	1	1	1	False
51535	1	1	2	1	1	2	False
34395	1	1	2	1	1	1	False
31211	1	1	1	2	2	5	False
30536	2	2	2	9	11	28	True
5601	1	1	1	1	1	1	False
44991	3	3	9	8	10	11	False
46004	1	1	1	1	1	2	False
48088	1	1	1	1	1	1	False
27552	1	1	1	1	1	2	False
1966	2	2	2	3	4	8	False
35954	2	2	13	1	1	2	False
46471	1	1	1	2	2	25	False
15258	1	1	1	1	1	2	False
19219	2	2	6	1	1	1	False
1518	1	1	1	1	1	1	False
24649	1	1	1	2	2	2	False
19842	1	1	1	1	1	2	False
8653	1	1	1	1	1	2	False
16384	1	1	2	1	1	3	False
46936	2	3	4	4	5	11	False
49499	3	3	24	3	3	3	False
41403	2	2	2	3	3	5	False
52289	2	2	2	9	11	18	False
31193	2	2	3	1	1	3	False
45645	1	1	1	2	3	8	False
46044	4	5	10	16	19	60	False
34125	2	2	3	6	7	16	False
16088	1	1	1	5	5	5	False
15052	1	1	1	1	1	1	False
50795	1	1	1	1	1	1	False
6654	1	1	1	4	4	5	False
8054	1	1	1	1	1	1	False
25528	1	1	1	1	1	1	False
45003	1	1	1	5	5	6	False
35941	1	1	1	3	3	9	False
45363	1	1	1	2	2	2	False
25340	1	1	1	1	1	1	False
10962	3	3	5	14	20	49	False
42065	1	1	1	1	1	2	False
11705	3	4	6	5	6	10	False
11244	1	1	1	3	3	4	False
14139	1	1	1	1	1	1	False
25025	1	1	1	3	3	3	False
5816	2	2	3	6	7	12	False
17442	1	1	1	1	2	2	False
32286	1	1	1	1	1	1	False
21688	1	1	1	1	1	1	False
36016	1	2	2	1	1	2	False
8676	1	1	1	1	1	3	False
47450	1	1	1	2	2	3	False
42560	2	3	6	7	8	10	False
7351	1	1	1	1	1	1	False
51934	1	1	1	2	2	2	False
18418	1	1	1	2	2	2	False
24964	1	1	1	2	2	2	False
39284	1	1	1	1	1	1	False
30456	1	1	1	1	1	2	False
27375	1	1	1	1	1	2	False
27756	1	1	1	1	1	1	False
23234	1	1	1	1	1	2	False
48057	1	1	1	1	1	3	False
7841	2	2	2	2	2	3	False
42204	1	1	1	3	3	6	False
26655	1	1	1	1	1	1	False
11442	1	1	1	1	1	1	False
28806	4	5	32	12	18	26	True
32001	1	1	1	1	1	2	False
33947	1	1	2	1	1	3	False
18287	1	1	1	1	1	1	False
14787	1	1	1	2	2	2	False
36713	3	4	5	5	5	13	False
31586	1	1	1	1	1	1	False
16284	1	1	1	1	1	1	False
18548	2	2	3	9	12	26	False
52220	2	3	13	10	12	23	False
19740	1	1	1	1	1	8	False
1059	1	1	1	1	1	1	False
7678	1	2	2	1	1	2	False
32677	2	4	6	4	5	10	False
22952	1	1	1	1	1	1	False
15464	1	1	1	1	1	1	False
6864	1	1	1	2	2	2	False
49859	1	1	1	2	2	3	False
16923	2	3	13	2	2	13	False
23282	2	2	3	2	2	4	False
13592	2	2	2	3	3	11	False
28813	3	4	4	6	7	23	False
34409	1	1	1	1	1	2	False
51069	1	1	1	8	10	17	True
18106	3	3	3	3	3	4	False
20226	1	1	1	1	1	2	False
7385	1	1	1	1	1	3	False
43348	1	1	1	1	1	2	False
19758	3	3	5	2	2	6	False
49056	1	1	1	2	2	2	False
17730	1	1	1	1	1	1	False
13040	1	1	1	2	2	5	False
245	1	1	1	1	1	3	False
27200	1	1	1	1	1	2	False
11834	1	1	1	1	1	1	False
20163	3	3	3	1	1	1	False
28941	1	1	1	1	1	10	False
4520	1	1	1	5	5	23	False
42071	2	2	2	1	1	4	False
36941	1	1	1	1	1	1	False
24262	1	1	1	2	2	2	False
21966	1	1	1	1	1	1	False
10069	2	2	2	2	2	8	False
17394	1	1	1	1	1	1	False
37132	1	1	1	1	1	2	False
50180	1	1	1	3	4	10	False
12596	1	1	1	1	1	1	False
36006	1	1	1	1	1	3	False
11255	1	1	1	4	4	4	False
37654	1	1	1	1	1	1	False
28768	1	1	1	2	2	37	False
4471	2	2	2	4	4	5	False
20749	3	3	5	7	7	11	False
43366	1	1	1	2	2	4	False
44464	1	1	1	1	1	1	False
4189	1	1	1	1	1	1	False
12078	1	1	1	1	1	1	False
14396	1	1	1	4	4	6	False
26230	1	1	1	1	1	1	False
19928	2	2	2	1	1	1	False
1042	1	1	1	1	1	2	False
32549	1	1	1	1	1	1	False
12387	2	2	2	1	1	1	False
31757	2	2	2	8	10	26	False
31499	1	1	1	2	2	2	False
6409	2	2	2	4	4	6	False
6516	1	1	1	2	2	2	False
5847	2	2	2	7	8	20	False
15762	1	1	1	1	1	1	False
47130	3	3	13	3	3	6	False
40707	1	1	1	1	1	1	False
28351	3	5	6	27	41	113	True
49490	1	1	1	1	1	1	False
12833	1	1	1	2	2	2	False
10979	2	3	1137	7	10	16	False
3866	3	4	302	4	4	6	False
10748	1	1	117	1	1	2	False
3104	1	1	85	2	2	2	False
19411	1	1	115	1	1	1	False
16122	1	1	50	2	2	3	False
41074	1	1	56	1	1	1	False
1587	2	2	98	7	8	30	False
51237	3	3	64	7	7	19	False
36572	1	1	44	1	1	3	False
24012	1	1	29	1	1	2	False
9901	2	2	43	7	7	9	False
40236	3	4	24	12	15	157	False
4665	1	1	8	3	5	21	False
47499	1	1	29	1	1	2	False
28907	1	1	33	7	7	18	False
46054	1	1	15	2	2	3	False
25326	2	2	65	1	1	1	False
43182	2	3	35	10	12	172	False
19696	3	3	88	8	9	27	False
21737	1	1	21	1	1	1	False
46110	2	2	13	3	3	4	False
11719	3	5	25	5	6	8	False
46065	1	1	12	3	3	16	False
35118	1	1	17	10	12	19	False
32171	1	1	10	1	1	24	False
31485	1	1	17	1	1	5	False
44087	1	1	6	5	5	17	False
48828	3	3	14	3	3	3	False
36431	1	1	13	1	1	1	False
28167	1	1	8	1	1	1	False
4581	1	1	9	1	1	1	False
2905	1	2	11	7	9	25	False
46361	2	2	10	4	5	12	False
25100	1	1	18	1	1	1	False
7593	1	1	9	6	6	11	False
3401	1	1	5	2	2	11	False
19704	1	1	3	1	1	1	False
12205	1	1	5	1	1	1	False
50668	1	1	3	6	8	30	False
50698	2	2	5	10	13	55	False
43224	1	1	3	2	2	8	False
14573	1	1	6	2	2	7	False
32474	1	1	3	4	5	17	False
34844	1	1	5	1	1	1	False
32293	2	2	17	3	3	17	False
40215	1	2	7	8	9	55	False
36412	1	1	2	7	7	10	False
20119	1	1	3	1	1	7	False
25318	1	1	2	3	3	11	False
44434	1	1	5	2	2	2	False
39984	1	2	4	8	11	53	False
22799	3	3	10	6	6	18	False
11436	1	1	10	1	1	5	False
22932	1	1	2	8	10	29	False
29088	1	1	2	1	1	1	False
2917	1	1	2	2	2	2	False
48621	3	3	5	4	4	5	False
50060	2	2	8	4	4	7	False
40631	1	2	28	5	6	6	False
10373	1	1	15	1	1	1	False
13614	1	1	1	1	1	1	False
28974	1	1	7	2	2	3	False
43293	1	1	11	4	7	17	False
22217	1	1	3	3	4	4	False
27507	1	1	2	6	7	12	False
18286	1	1	2	2	2	4	False
50255	1	1	1	1	1	1	False
45857	1	1	6	3	3	4	False
13339	1	1	9	1	1	65	False
8877	1	1	13	1	1	1	False
42545	1	1	7	7	7	9	False
22316	1	1	1	2	2	3	False
11120	1	1	4	1	1	1	False
40245	2	3	18	3	4	5	False
3893	2	3	5	18	29	83	False
25156	1	1	3	1	1	1	False
6192	1	1	6	9	10	24	False
23141	1	1	8	4	4	34	False
27325	2	2	5	8	11	19	False
14903	1	1	5	1	1	1	False
17068	2	2	3	1	1	12	False
3133	1	1	3	2	3	5	False
43149	1	1	11	5	7	26	False
6709	1	1	3	1	1	2	False
17053	3	3	9	6	6	12	False
5253	1	1	3	1	1	1	False
8170	1	1	8	3	3	14	False
29825	1	1	1	1	1	9	False
4555	1	1	2	2	2	2	False
4513	1	1	2	1	1	1	False
5181	1	1	2	8	10	16	False
19972	1	1	3	2	2	2	False
11793	1	1	2	1	1	2	False
37824	1	1	3	8	8	13	False
35752	1	1	4	2	3	18	False
48218	1	1	2	1	1	1	False
42165	2	2	2	8	9	36	False
794	1	1	1	4	5	6	False
24253	1	2	9	8	8	19	False
789	3	4	4	8	9	25	False
10188	1	1	1	1	1	3	False
36213	1	1	8	3	3	15	False
9192	1	1	1	1	1	1	False
19879	3	4	10	2	2	2	False
52238	3	4	5	12	15	49	False
1422	1	1	9	1	1	2	False
34940	1	1	1	2	2	8	False
35810	1	1	7	2	2	10	False
3188	1	1	3	1	1	4	False
1713	1	1	1	1	1	31	False
12417	1	1	3	1	1	1	False
35927	1	1	16	3	3	6	False
32552	1	1	3	1	1	1	False
29085	1	1	2	2	2	3	False
8765	1	1	1	2	2	2	False
35745	1	1	5	1	1	2	False
19952	1	1	1	1	1	1	False
49750	1	1	5	1	1	3	False
14225	1	1	3	4	4	27	False
12981	1	1	1	4	5	7	False
6979	1	1	1	2	2	6	False
35485	1	1	1	1	1	1	False
3011	1	1	1	1	1	6	False
4613	1	1	7	3	3	7	False
49040	1	1	6	2	2	3	False
25653	1	1	1	5	5	9	True
41011	1	1	1	12	14	37	False
49755	1	1	1	1	1	4	False
28115	3	3	3	5	5	12	False
1852	1	1	1	4	4	6	False
9820	1	1	1	1	1	11	False
5493	3	3	26	5	6	14	False
19686	1	1	5	1	1	2	False
28865	2	2	4	7	9	21	False
46813	1	1	1	2	2	2	False
18819	1	1	2	11	13	25	False
39833	1	1	5	2	2	3	False
31078	1	1	1	1	2	2	False
38963	1	1	1	1	1	3	False
44658	2	2	3	5	5	6	False
27650	1	1	2	1	1	1	False
18345	1	1	1	3	3	3	False
14871	1	1	6	1	1	2	False
26643	1	1	1	4	4	13	False
24029	1	1	4	1	1	5	False
12324	1	2	6	2	2	12	False
7612	2	2	9	8	9	40	False
7712	1	1	1	1	1	2	False
38815	1	1	1	1	1	1	False
22531	2	3	5	7	7	10	False
10693	1	1	1	6	8	27	False
19126	1	1	1	1	1	3	False
47396	2	2	27	1	1	1	False
51484	1	1	1	2	2	5	False
35331	1	1	2	2	2	4	False
13609	2	2	2	3	3	6	False
6389	1	1	6	1	1	4	False
42657	2	2	3	5	7	8	False
18597	2	2	9	4	5	11	False
2107	1	1	3	1	1	1	False
14706	2	2	3	1	2	2	False
21436	1	1	2	1	1	1	False
21443	1	1	1	2	2	2	False
23279	1	1	1	1	1	6	False
16498	1	1	1	3	3	4	False
21043	1	1	1	6	9	31	False
27532	2	2	2	2	2	41	False
27509	4	4	7	10	10	19	False
36585	1	1	1	1	1	1	False
29947	1	1	3	1	1	2	False
26204	1	1	1	3	3	3	False
21294	1	1	1	1	1	2	False
17904	1	1	1	1	1	3	False
36465	1	1	2	2	4	5	False
13335	1	1	1	3	3	6	False
15099	1	1	3	1	1	4	False
24474	1	1	1	3	4	6	False
27079	1	1	1	1	1	1	False
35517	1	1	1	1	2	2	False
8289	1	1	2	5	6	13	False
10729	1	1	1	2	2	5	False
20284	1	1	1	1	1	1	False
12996	1	2	2	2	2	6	False
15019	1	1	1	1	1	1	False
50073	1	1	1	5	5	9	False
34021	1	1	1	1	1	3	False
3725	1	1	1	1	1	1	False
16138	1	1	1	3	3	8	False
41994	1	1	1	1	1	1	False
41054	1	1	1	4	4	12	False
379	3	5	9	7	8	11	False
22700	1	1	2	1	1	1	False
52020	1	1	1	1	1	1	False
20186	1	1	1	1	1	1	False
37415	1	1	1	1	1	1	False
1180	1	1	1	1	1	1	False
1231	1	1	1	3	3	4	False
8831	1	1	5	1	1	1	False
17902	1	1	2	1	1	1	False
25280	2	2	3	5	5	14	False
10545	1	1	1	1	1	1	False
28678	1	1	11	1	1	8	False
28916	1	1	1	1	1	1	False
19154	1	1	3	1	1	5	False
50095	2	2	2	2	2	47	False
8031	1	1	1	1	1	1	False
18279	3	4	87	3	3	6	False
39337	1	1	1	1	1	1	False
34345	1	1	1	1	1	1	False
46983	1	1	1	1	1	3	False
47719	1	1	1	1	1	2	False
111	1	1	1	3	3	7	False
12959	1	1	1	5	6	23	False
48438	3	3	6	3	3	3	False
38703	2	2	2	7	10	14	False
8196	1	1	1	1	1	1	False
14754	1	1	1	1	1	2	False
2605	1	1	2	1	1	1	False
34579	1	1	2	2	2	3	False
4619	1	1	2	2	2	130	False
25507	1	1	1	1	1	1	False
48887	1	1	1	1	1	1	False
33284	1	1	1	2	2	2	False
19711	1	1	1	1	1	1	False
34680	1	1	1	1	1	1	False
4894	1	1	1	4	4	8	False
49533	1	1	2	1	1	1	False
21911	1	1	1	1	1	1	False
24854	2	2	2	7	8	102	False
25262	1	1	1	9	10	14	False
1847	2	3	3	7	7	24	False
45473	1	1	2	1	1	1	False
24755	1	1	1	1	1	1	False
34952	1	1	1	1	1	32	False
26437	1	1	1	1	1	2	False
34964	1	1	1	1	1	1	False
4487	2	2	5	2	2	13	False
32918	1	1	2	1	1	1	False
40940	1	1	1	1	1	2	False
50657	2	2	76	9	9	223	False
22781	2	4	4	7	10	16	False
30294	3	4	10	13	14	44	False
35295	1	1	1	5	5	7	False
24758	1	1	1	2	2	3	False
29533	1	1	1	1	1	1	False
51858	2	2	6	5	6	24	True
11500	1	2	3	8	9	18	False
38528	1	1	2	4	5	19	False
1991	1	1	1	1	1	2	False
21999	1	1	1	1	1	1	False
21087	2	2	4	2	2	3	False
20361	1	1	1	1	1	1	False
36092	1	1	1	2	2	4	False
23131	1	1	1	2	2	2	False
43095	1	1	1	3	3	3	False
30067	1	1	3	12	18	55	False
30994	1	1	1	5	7	18	True
20964	1	1	1	1	1	117	False
31359	1	1	1	3	3	5	False
31972	1	1	1	1	1	1	False
45157	1	1	1	5	5	39	False
21392	1	1	1	1	1	3	False
12375	1	1	2	1	1	1	False
19716	1	1	1	5	5	15	False
44654	2	2	3	14	17	35	False
41843	3	3	7	5	7	13	False
25057	1	1	2	1	1	2	False
31111	1	1	1	1	2	3	False
41353	2	2	4	9	11	21	False
9233	1	1	1	1	1	1	False
40760	1	1	1	1	1	1	False
7398	1	1	1	3	5	7	True
11147	1	1	3	1	1	1	False
33256	1	1	1	2	2	3	False
6159	1	1	1	3	3	4	False
23288	2	2	5	1	1	1	False
2353	2	2	2	5	5	8	False
8545	1	1	1	6	6	8	False
42102	1	1	1	1	1	3	False
14035	2	2	3	13	15	61	False
40254	1	1	1	1	1	1	False
27510	2	2	3	12	14	92	False
44609	1	1	2	1	1	1	False
17163	1	1	1	1	1	2	False
41847	1	2	2	1	1	1	False
15852	1	1	1	1	1	1	False
42887	1	1	1	1	1	1	False
8564	1	1	1	1	1	5	False
46634	1	1	1	4	5	16	False
31876	1	1	1	2	2	3	False
29118	1	1	1	1	1	1	False
31808	1	1	1	8	9	13	False
22586	1	1	1	2	2	2	False
11974	2	2	4	18	28	53	False
25543	1	1	1	2	2	3	False
50240	1	1	1	3	4	5	False
48825	2	2	6	10	12	33	False
13250	2	2	2	2	2	49	False
9533	1	1	1	5	7	14	False
32662	3	3	5	1	1	1	False
46994	1	1	1	1	1	1	False
7054	1	1	1	1	1	1	False
12429	1	1	1	1	1	1	False
40013	2	2	7	3	4	10	True
13582	1	1	1	2	2	3	False
16847	2	2	2	2	3	5	False
40645	3	5	10	7	7	107	False
49210	2	2	2	5	7	8	False
37752	1	1	2	1	1	1	False
1617	2	2	4	4	5	8	True
50669	2	2	2	15	18	89	False
36579	1	1	1	3	3	24	False
39732	1	1	1	3	3	3	False
36632	1	1	1	1	1	2	False
34842	1	1	1	1	1	1	False
44310	1	1	1	2	2	2	False
18489	1	1	2	4	4	6	False
2540	1	1	1	1	1	1	False
33173	1	1	2	1	1	1	False
21956	3	6	11	4	6	16	False
10657	3	3	24	14	16	29	False
12001	1	1	2	1	1	2	False
14231	1	1	1	1	1	3	False
13035	1	1	1	2	2	3	False
26	1	1	1	3	3	3	False
42385	1	1	1	1	1	1	False
43351	2	2	3	2	2	2	False
46917	3	4	6	12	24	38	False
2372	2	2	2	8	9	16	False
16815	2	2	4	1	1	1	False
32622	1	1	1	15	24	106	False
40452	1	1	1	6	6	19	False
252	1	1	3	1	1	1	False
45475	1	1	1	1	1	1	False
38461	1	1	1	1	1	1	False
5525	1	2	6	2	2	2	False
43428	1	1	1	1	1	5	False
4865	1	1	1	1	1	1	False
30664	1	1	2	1	1	2	False
37121	1	1	1	1	1	1	False
5866	2	2	2	7	10	83	False
23260	1	1	3	1	1	1	False
4380	1	1	1	1	1	2	False
49458	1	1	1	2	2	2	False
41333	1	1	2	1	1	1	False
30721	1	1	2	1	1	1	False
826	2	2	3	2	2	8	False
11039	2	2	3	5	6	11	False
24168	1	1	1	1	1	1	False
2677	1	1	1	1	1	3	False
51979	2	2	2	1	1	1	False
14767	1	1	2	2	2	2	False
27872	1	1	1	1	1	3	False
52322	1	1	1	1	1	1	False
43362	1	1	1	1	1	2	False
45179	1	1	4	2	2	2	False
28834	3	8	118	10	15	39	True
7049	1	1	1	1	1	4	False
39110	2	3	4	12	13	23	False
46952	1	1	1	3	3	5	False
285	1	1	1	1	1	10	False
49454	1	1	1	6	6	12	False
8864	1	1	5	2	2	4	False
29269	1	1	5	3	3	6	False
7616	1	1	2	1	1	1	False
39744	1	1	2	2	2	4	False
32845	2	2	3	2	2	5	False
20899	1	1	2	1	1	141	False
33062	1	1	1	1	1	12	False
19728	1	1	2	1	1	2	False
13008	1	1	2	2	2	2	False
17132	1	1	2	1	1	1	False
50077	2	2	3	5	7	28	True
25577	1	1	1	1	1	1	False
31488	1	1	2	1	1	1	False
24509	1	1	3	1	1	1	False
1715	1	1	2	1	1	2	False
30305	1	1	2	2	2	4	False
51255	1	1	1	1	1	1	False
8627	1	1	2	1	1	1	False
20931	1	1	4	8	8	13	False
28119	1	1	1	5	5	6	False
34771	1	1	1	1	1	1	False
3055	2	2	2	2	2	3	False
19409	2	2	3	2	2	2	False
6715	1	1	3	1	1	15	False
51258	1	1	2	9	11	55	True
1553	2	2	4	5	5	6	False
19938	1	1	1	1	1	6	False
46670	1	1	2	1	1	1	False
47202	1	1	1	1	1	1	False
47432	1	1	1	11	14	87	False
28892	1	1	1	1	1	1	False
35199	2	2	4	1	1	1	False
18834	2	2	3	6	6	10	False
9443	1	1	1	2	2	2	False
7589	1	1	2	9	14	32	False
48203	2	2	2	8	9	21	False
35490	1	1	1	1	1	2	False
40856	2	2	3	2	3	4	False
2768	1	1	1	3	3	8	False
39622	1	1	1	1	1	1	False
3820	1	1	2	1	1	4	False
26440	1	1	1	1	1	1	False
24719	1	1	2	1	1	1	False
5839	3	3	3	11	16	35	False
8777	2	2	3	5	7	32	False
13869	1	1	1	1	1	1	False
33039	3	4	4	15	20	49	False
32255	1	1	1	1	1	2	False
29724	1	1	1	1	1	1	False
40242	1	1	1	3	3	6	False
50097	1	2	4	2	2	2	False
43781	1	1	1	1	1	1	False
39194	1	1	1	1	1	1	False
10503	2	2	27	2	2	2	False
28037	1	1	1	2	2	2	False
49246	1	1	1	2	2	29	False
44108	1	1	1	1	1	1	False
42170	3	3	3	5	5	7	False
28417	1	1	1	1	1	3	False
7591	2	2	5	6	8	133	False
39793	2	2	3	2	3	9	False
22371	1	1	2	5	5	9	False
28372	1	1	1	3	3	3	False
41442	1	1	1	1	1	6	False
5470	1	1	1	3	3	3	False
44835	1	1	1	5	5	7	False
40888	1	1	2	2	2	4	False
18969	3	3	16	10	10	11	False
21699	1	1	1	1	1	1	False
