cluster_number	contributing_patients_no_nact	num_tcrs_in_clust_no_nact	total_reads_no_nact	contributing_patients_short_interval	num_tcrs_in_clust_short_interval	total_reads_short_interval	is_cancer_assoc
1580	21	32	72	26	51	176	False
1521	35	188	2270	38	274	1232	False
27337	3	4	7	5	5	28	True
1631	13	14	25	11	17	48	False
33610	34	131	464	37	205	1040	False
44988	20	38	110	20	39	4512	False
18255	17	39	112	26	60	167	True
49946	1	1	7	1	1	4	False
35671	27	54	280	25	60	349	True
22312	25	53	279	27	72	314	False
22313	38	173	1566	37	292	1793	True
25997	21	28	138	22	41	141	False
23798	19	25	57	17	34	135	False
23614	10	10	53	5	6	9	False
24000	10	12	19	18	26	54	False
2749	22	48	175	24	52	98	False
15796	7	9	11	7	8	17	False
30782	18	21	26	20	28	64	False
20549	13	21	84	15	25	61	False
34468	22	40	106	32	49	98	True
3885	24	48	303	28	80	236	True
51249	13	14	41	12	18	29	False
27675	22	37	71	23	57	204	False
30811	14	24	33	17	20	37	False
1325	5	5	8	9	10	45	False
7094	26	51	215	25	75	244	True
25812	6	6	11	7	10	43	False
44220	9	11	17	18	22	98	False
39070	4	4	11	8	9	29	False
39088	28	51	81	27	87	204	False
32113	22	39	137	29	89	202	False
32102	39	421	2574	39	613	2420	False
13814	24	52	279	24	53	1717	True
4609	24	31	84	26	49	189	False
28578	25	70	273	35	87	401	False
12986	5	5	6	2	2	77	False
11478	4	4	6	8	9	11	False
11958	22	38	115	24	57	176	False
10972	25	36	141	23	42	195	False
38685	28	51	102	28	83	428	False
16422	36	255	783	37	327	1353	False
9866	15	20	31	20	31	45	False
9404	21	41	59	24	55	123	False
7823	5	5	7	10	11	33	False
23809	13	22	52	21	33	179	False
23779	26	54	161	31	84	653	False
23774	35	204	776	35	274	1863	True
3679	17	20	31	18	26	163	False
26727	27	62	142	29	98	461	True
17644	4	5	30	3	3	18	False
26731	23	32	567	20	33	111	False
5225	7	8	15	1	2	2	False
41601	4	5	5	10	10	46	False
48851	2	2	4	3	3	8	False
15299	33	125	683	37	188	831	True
36707	4	4	4	3	5	10	False
36192	23	39	140	25	63	156	True
44048	29	71	259	28	90	395	True
3919	17	27	66	18	21	64	False
47417	31	84	159	28	87	467	True
6621	26	44	209	25	64	233	False
45195	8	9	14	4	4	5	False
36824	1	1	1	1	1	3	False
22907	28	54	100	21	41	75	True
31742	28	60	176	27	77	500	False
7139	14	16	54	14	21	163	False
31844	2	2	2	2	2	3	False
5521	1	1	1	1	1	1	False
1806	14	16	75	10	12	27	False
44279	5	6	11	6	6	14	False
1800	33	114	291	36	193	846	True
25374	4	5	7	6	7	26	False
26587	35	122	561	35	189	571	False
26590	23	43	70	25	56	92	False
39142	22	33	213	17	26	44	False
40831	31	103	392	35	123	224	False
22644	32	160	592	38	201	778	True
17236	13	15	23	20	24	65	False
39965	34	361	3616	39	513	1782	True
10066	35	139	562	35	176	865	True
37426	3	3	5	7	9	28	False
15310	20	35	130	25	44	171	False
49443	4	4	36	5	8	29	False
6781	24	49	83	23	65	188	True
14905	33	88	931	34	130	403	False
24476	19	26	51	23	44	142	False
1643	5	5	122	5	6	31	False
42515	17	20	56	23	42	129	False
42530	10	11	24	13	16	95	False
10476	3	4	9	2	2	3	False
50030	33	128	1094	32	196	2664	True
1568	35	157	878	37	232	1547	True
22316	2	2	3	2	2	7	False
35667	36	137	497	33	204	1269	False
23785	24	44	84	31	70	303	True
35675	19	34	94	21	47	194	False
39652	19	35	112	22	47	133	True
14726	8	12	23	10	17	58	False
39662	22	44	86	28	63	330	False
35651	37	217	959	37	353	4345	False
17701	2	2	4	2	2	3	False
7961	16	20	30	17	27	102	False
20722	28	61	363	30	96	235	True
37809	30	72	194	34	91	470	True
2165	1	1	1	1	1	11	False
49064	4	5	11	2	2	3	False
33346	22	35	75	21	37	169	False
44065	37	158	611	34	199	906	True
8207	8	9	24	7	9	47	False
48617	11	14	20	20	29	81	False
44052	28	60	291	31	78	296	True
8216	15	28	71	19	39	93	False
6681	7	7	16	7	9	11	False
2878	3	3	6	1	1	1	False
20551	21	55	154	29	76	292	False
3869	34	151	394	37	219	2108	True
748	35	134	521	34	154	933	True
31799	16	26	66	20	29	154	False
20914	28	51	108	25	52	279	False
30752	12	15	60	17	23	166	False
7085	17	25	35	16	20	182	False
28326	18	35	112	24	48	159	False
51214	30	108	221	36	170	6333	True
38338	23	69	158	28	83	260	True
25199	35	119	705	34	184	1199	False
32833	12	13	57	10	12	39	False
41058	1	1	1	1	1	11	False
45122	30	136	358	37	161	316	False
4598	28	47	174	22	55	259	False
7587	15	30	105	16	23	134	False
15131	24	52	360	33	85	327	False
15118	38	136	821	36	196	1207	False
361	38	313	2185	39	456	1932	True
49413	2	2	2	1	1	1	False
6804	22	32	138	23	37	116	False
375	29	45	256	25	47	244	False
9378	40	307	1268	37	354	1350	True
9413	15	19	42	9	9	38	False
32291	28	51	263	30	81	533	False
25109	1	1	1	2	2	3	False
32460	19	30	86	21	41	192	False
1554	30	80	404	28	130	668	False
42523	25	55	204	30	77	483	True
29108	3	3	5	1	1	1	False
51032	16	20	77	13	20	56	False
7940	26	43	143	21	47	3237	False
17762	1	2	2	1	1	2	False
50909	13	15	74	11	17	56	False
3690	4	4	6	12	14	54	False
50683	15	21	113	16	26	2486	False
50874	35	141	486	33	169	866	True
37811	30	96	479	34	126	524	True
2011	5	6	9	2	2	22	False
31722	17	26	66	15	22	201	False
30745	36	123	347	36	141	519	True
50451	10	13	25	13	18	45	False
17062	22	36	98	27	55	231	False
17032	22	44	86	27	73	205	False
44072	25	41	131	29	57	255	False
30758	26	49	200	29	72	222	False
30969	13	20	33	23	36	92	False
1820	29	80	203	28	95	251	False
31502	7	7	9	7	8	16	False
44204	4	4	9	8	8	13	False
1840	19	36	76	24	49	179	False
45397	31	87	282	25	113	386	False
9528	18	35	85	25	51	146	False
11231	26	69	155	33	91	232	False
32792	32	97	556	32	135	460	False
12937	37	289	1451	39	439	6255	True
5815	6	7	49	17	26	153	False
34107	17	23	35	21	45	179	True
23599	28	52	152	25	62	417	False
13569	31	99	271	37	141	548	True
4866	25	46	154	20	45	190	True
31284	39	326	1109	38	516	2422	True
52217	37	178	518	33	205	787	False
4847	32	96	511	31	136	340	False
38686	26	55	330	34	101	301	False
16558	3	3	4	1	1	1	False
41686	2	2	2	2	2	5	False
50037	34	149	602	34	171	1116	True
32467	23	43	105	24	53	106	False
8700	19	37	387	21	36	113	False
43535	28	73	543	30	122	253	False
43616	5	6	38	5	5	12	False
50026	28	88	339	35	114	1200	True
19201	21	40	211	25	54	108	False
35665	27	68	413	27	107	624	False
18780	5	5	6	9	11	43	False
14319	1	1	1	1	1	1	False
34456	15	25	106	18	25	61	False
30989	29	79	249	30	103	329	True
5039	30	59	719	31	81	273	True
738	33	117	260	38	157	461	True
47432	11	14	87	13	21	57	False
20918	14	21	101	16	26	64	False
22765	14	19	88	22	37	96	False
22922	14	22	79	22	39	77	False
33629	14	23	34	19	27	53	False
44946	39	378	1544	39	474	1582	True
34481	6	7	43	11	11	24	False
25214	32	78	257	29	86	283	False
24232	27	47	151	27	72	770	False
32106	25	50	147	30	98	263	False
39084	27	72	167	30	97	718	False
21035	17	35	78	25	56	181	True
47651	17	31	79	16	23	46	False
25644	34	188	3512	38	262	1141	True
47965	9	9	11	11	13	42	False
32115	33	122	315	36	170	1120	False
42028	21	31	60	21	37	64	False
9400	4	4	12	3	3	75	False
52258	9	10	21	10	15	37	False
40978	39	559	5113	39	686	2985	False
30096	2	2	2	2	2	5	False
42496	26	53	298	30	88	298	False
42509	8	10	17	13	16	44	False
8678	22	36	75	21	33	437	False
50035	18	33	82	21	56	247	False
50032	31	78	390	32	116	765	False
27488	28	69	151	30	94	578	False
32453	17	20	58	21	35	266	False
37813	26	52	210	29	101	368	True
26749	11	17	34	20	31	127	False
3658	29	110	286	35	176	1509	True
50649	11	14	27	15	24	74	False
49862	3	4	7	5	5	11	False
39650	37	160	469	35	249	1369	False
43150	23	40	116	28	75	334	False
32715	2	2	12	1	1	2	False
40458	4	4	6	4	4	11	False
37595	28	69	337	33	84	327	False
22559	1	1	1	1	1	1	False
1309	37	224	604	37	378	1631	True
7103	35	136	1826	36	190	1356	True
17087	4	4	17	7	8	212	False
13288	15	27	49	17	38	86	False
41003	4	4	5	5	5	13	False
44799	3	3	7	1	1	186	False
27053	12	18	53	20	31	244	False
33855	32	72	240	31	102	299	False
10384	1	1	2	1	1	3	False
12461	32	136	361	38	218	817	True
8217	23	46	141	28	78	369	True
41567	16	23	32	24	41	189	True
33321	2	2	3	1	1	1	False
7538	29	71	198	31	111	4449	True
23602	33	113	287	35	158	654	False
47650	12	14	30	18	23	139	False
47439	22	37	1375	25	38	453	False
6780	20	39	139	25	49	109	False
40422	25	47	184	25	75	203	False
14001	8	10	22	9	12	22	False
1530	34	147	632	36	235	2050	True
1540	37	144	395	35	201	1356	False
42534	6	6	9	7	7	48	False
1588	21	43	189	29	70	498	True
18776	31	105	333	32	138	527	False
35655	23	85	284	33	137	757	False
49835	8	12	20	18	26	107	False
22344	22	40	119	32	70	333	True
32142	13	17	26	12	17	40	False
8212	38	417	1762	39	559	2175	True
29468	25	48	159	28	62	107	False
13568	36	172	1321	34	217	787	False
18150	2	2	10	1	1	1	False
36752	6	6	12	4	6	20	False
1295	31	69	117	26	66	169	True
51225	23	51	174	22	78	572	False
494	26	58	112	24	78	443	False
28541	2	2	7	1	1	2	False
36743	1	1	1	4	5	8	False
7084	37	265	715	39	392	3355	False
41004	2	3	12	4	4	22	False
2763	2	2	3	2	2	2	False
51219	5	5	9	8	10	15	False
44183	9	10	13	11	16	56	False
25196	33	144	662	37	225	3327	False
29253	15	25	77	21	36	294	False
26625	6	7	18	9	12	39	False
27050	38	318	1106	38	463	3713	False
26608	13	21	40	24	47	90	False
24848	15	18	37	17	36	166	False
43854	16	20	39	18	29	53	False
16120	5	5	25	6	7	56	False
32104	35	242	1738	38	373	1686	False
8273	2	3	7	6	6	7	False
5827	26	59	117	30	72	278	False
28795	31	129	356	33	163	596	False
34604	28	52	142	28	71	458	False
29249	31	78	254	27	97	382	False
15230	1	1	1	1	1	1	False
16420	39	203	686	37	263	1281	False
52246	12	12	76	7	7	16	False
47158	4	8	19	6	9	65	False
17551	1	1	1	1	1	1	False
24472	8	11	16	13	22	57	False
46755	27	51	155	30	83	233	True
7821	26	54	186	30	81	293	False
34446	27	86	348	32	99	416	True
27486	30	71	233	29	116	1225	False
40173	35	192	772	33	250	1034	True
8714	13	13	22	5	8	21	False
42563	5	10	22	6	6	37	False
43793	2	2	2	1	1	2	False
7953	27	94	291	31	148	875	False
22339	33	148	479	36	251	908	False
26737	29	81	267	32	137	389	False
25994	16	22	41	21	29	108	False
3749	2	2	6	1	1	1	False
517	15	16	130	14	16	30	False
20880	34	129	482	35	185	1321	True
9211	30	86	373	33	157	739	False
20922	17	34	85	25	55	195	False
27660	34	133	767	35	130	506	True
35084	22	38	89	16	25	76	True
1311	26	56	127	28	84	312	False
47675	20	37	94	24	38	55	False
50439	31	64	137	25	72	193	False
28345	23	57	848	27	72	287	True
6638	4	4	6	5	5	30	False
51262	12	15	51	10	12	50	False
17039	11	15	30	8	16	55	False
42158	18	30	47	20	40	67	True
6607	22	34	150	26	56	358	False
40829	23	43	94	28	58	145	False
44287	8	10	12	13	20	53	False
10115	2	2	4	3	3	5	False
33637	7	7	29	5	5	8	False
16067	9	10	38	14	18	54	False
28818	18	24	71	23	42	303	True
11679	24	42	202	22	48	175	False
13140	6	6	13	7	8	16	False
34633	17	40	146	27	45	155	True
42953	27	67	162	32	99	340	False
18578	28	44	77	25	49	262	False
4878	4	5	6	14	20	72	False
21559	11	16	34	16	26	54	False
5023	33	102	623	33	144	1125	False
11020	7	7	9	11	15	42	False
5032	23	39	154	20	32	117	False
17438	13	16	41	14	17	30	False
17449	17	28	51	25	54	122	False
47122	11	15	26	21	32	86	False
27285	16	21	102	23	29	72	True
8749	14	19	303	15	24	45	False
8736	10	16	41	18	31	155	False
12132	20	31	89	26	55	435	False
23947	2	2	8	1	1	1	False
39649	30	63	148	30	99	247	False
23771	12	14	29	11	22	46	False
39462	32	142	424	35	214	869	True
33338	34	111	399	34	136	821	False
20247	2	2	5	2	2	6	False
30992	9	10	41	8	12	29	False
9544	26	52	125	30	75	165	False
36737	16	18	97	14	19	43	False
6611	22	28	77	24	46	241	False
3916	20	39	141	23	52	213	False
2544	10	13	19	8	9	25	False
20905	27	74	277	29	90	668	True
35101	21	37	86	23	45	130	False
36198	16	25	219	22	36	72	False
30789	20	26	282	21	28	52	False
13808	34	146	892	32	164	635	True
13816	22	53	91	27	67	699	False
37588	36	239	560	38	384	1236	True
1813	13	18	37	19	29	108	False
7228	14	17	47	20	29	68	False
12729	16	18	55	19	31	55	False
32624	32	140	350	37	185	437	True
22905	31	107	379	35	150	938	False
28816	27	68	378	34	95	313	False
7532	27	51	189	28	68	306	False
11473	30	81	521	28	104	374	False
40410	37	209	650	37	264	1645	False
9391	29	68	137	27	108	311	False
34640	11	12	25	11	19	51	False
52247	8	8	162	5	7	24	False
18570	10	13	18	18	23	100	False
11967	12	16	46	14	22	68	False
27131	29	98	319	35	134	369	False
27123	37	297	1158	38	455	3637	True
30131	2	2	4	2	2	2	False
47132	30	79	253	32	120	495	True
46751	34	148	455	36	232	556	False
47105	36	233	802	37	302	910	True
17458	18	24	48	19	38	237	False
1650	7	9	17	11	12	389	False
32304	12	18	214	16	21	112	False
4687	10	11	108	10	18	53	False
25977	28	94	272	33	129	449	False
3362	14	16	23	13	18	44	False
3345	5	5	7	3	3	6	False
26905	36	123	389	34	177	1124	False
37931	13	17	32	12	19	77	False
36569	6	9	13	10	17	28	False
39844	2	2	2	1	1	13	False
26734	24	59	104	33	108	686	False
39648	24	56	371	31	99	278	True
23767	31	137	838	37	187	9370	True
9421	15	22	83	25	49	559	False
40976	8	9	17	16	23	132	False
25676	6	6	11	4	4	5	False
20545	25	53	101	31	98	222	False
6614	23	42	113	26	58	126	False
7119	14	24	92	24	48	1621	False
10311	6	7	52	3	3	3	False
33764	32	88	242	33	120	331	True
46067	14	21	57	16	26	127	False
18108	1	2	2	6	7	10	False
22505	26	53	247	28	61	216	True
1346	22	32	213	27	56	175	True
47637	13	16	42	10	11	30	False
33396	9	11	121	7	8	58	False
1803	34	94	326	35	164	1473	True
25192	27	47	161	25	54	150	False
25652	27	56	267	28	78	356	False
42976	30	67	232	33	99	280	False
26592	27	51	98	25	75	289	False
25451	24	65	160	30	87	206	True
41351	13	19	51	12	17	76	False
48589	19	41	1327	23	69	223	False
34110	19	29	121	19	27	103	False
29248	30	73	378	31	78	316	False
28576	31	173	532	35	230	920	True
28596	15	22	33	12	19	174	False
11471	36	104	468	31	147	667	True
26385	11	16	32	11	15	51	False
4859	26	37	59	25	39	191	False
4853	31	133	386	33	174	850	False
9450	5	6	6	6	7	17	False
33337	32	145	671	35	204	926	False
21691	9	14	25	8	10	14	False
46614	2	2	6	6	6	9	False
13977	25	66	114	33	118	494	False
29246	32	103	706	33	141	1584	False
7854	10	12	29	9	9	24	False
43533	32	95	269	30	119	448	False
29076	25	44	136	26	62	209	False
7949	29	59	381	25	67	194	False
50877	30	63	174	31	102	843	True
51029	14	15	41	15	22	47	False
20855	1	1	1	1	1	1	False
23815	3	3	6	5	5	11	False
39477	30	78	641	31	128	706	False
3665	20	27	151	16	28	172	False
3351	21	32	77	19	34	130	False
39741	2	2	2	11	12	28	False
25969	23	38	74	29	78	2919	False
31773	8	12	17	9	11	27	False
11974	18	28	53	16	22	70	False
20883	23	50	90	27	50	117	False
13856	3	3	3	2	2	3	False
13289	27	52	120	30	81	140	False
18052	14	17	49	7	10	37	False
45630	13	17	40	17	28	69	False
4043	1	1	1	1	1	1	False
30747	30	83	229	31	109	747	False
4022	1	1	1	1	1	3	False
802	19	28	74	28	57	188	True
44045	37	194	496	37	217	874	True
9519	31	81	268	27	99	185	False
30979	31	132	392	36	208	932	True
26606	29	78	229	34	137	304	False
45825	25	44	218	19	62	513	False
4608	37	134	1111	34	161	629	False
37405	33	191	500	37	252	751	True
11465	14	21	126	10	18	175	False
42995	12	14	379	9	9	18	False
9879	19	25	40	26	57	196	False
18545	11	18	25	14	19	38	False
31781	9	12	22	12	16	51	False
7185	1	1	1	1	1	1	False
24551	1	1	1	1	1	2	False
38518	12	14	85	16	20	74	False
24495	7	8	14	8	12	67	False
47111	38	142	564	36	217	811	False
47106	36	192	722	36	250	1609	False
14925	26	44	81	25	60	303	False
47139	2	2	2	1	2	2	False
50027	29	95	261	35	149	910	False
40985	19	29	675	23	52	363	True
40211	7	7	59	9	12	19	False
33856	33	64	160	24	83	291	True
39516	3	3	5	2	2	3	False
20724	23	36	84	20	40	134	True
44629	18	29	73	20	35	126	True
15587	16	34	117	27	52	294	True
42973	20	35	152	21	46	106	False
504	10	18	45	11	19	63	False
48601	19	26	114	23	42	75	False
18130	1	1	2	2	2	2	False
36708	19	35	176	13	21	69	False
41352	29	53	124	26	69	243	False
30759	26	53	203	28	76	183	False
20898	10	11	23	12	16	56	False
22773	17	24	56	19	29	55	False
20887	38	306	4428	39	492	6565	True
6620	29	88	163	35	108	422	False
28328	21	33	86	21	41	184	False
47691	12	15	31	16	22	91	False
28365	21	28	57	21	40	390	False
5442	35	162	382	38	197	778	True
49029	36	110	325	36	174	781	True
25252	18	28	65	19	43	158	False
44275	8	8	14	7	9	15	False
24725	1	1	1	1	1	2	False
44418	1	1	2	1	1	1	False
44591	1	1	1	1	1	2	False
9711	7	8	39	10	15	22	False
26586	34	108	576	31	126	590	False
26596	36	153	432	37	218	576	False
39136	10	11	17	4	4	7	False
20550	34	116	534	36	159	500	True
13302	11	15	26	11	16	43	False
20135	28	85	415	33	124	273	False
5328	5	6	32	5	5	18	False
28850	20	46	94	28	61	142	True
16430	36	145	413	37	206	3693	False
6160	11	13	124	8	9	24	False
5804	31	96	317	35	123	888	False
923	27	67	282	32	89	296	False
12941	22	38	122	25	65	172	False
10964	27	53	103	32	100	454	False
25643	40	452	1920	39	673	4518	False
11947	27	64	224	31	118	423	False
29602	22	42	237	20	41	141	False
49412	24	37	109	28	54	122	False
9863	36	131	549	36	189	690	False
16452	13	16	33	7	9	13	False
40428	5	6	25	6	6	17	False
42748	4	5	8	2	3	13	False
16418	38	238	820	38	332	1146	True
13972	20	31	71	25	52	94	False
18947	25	67	222	34	129	780	False
29086	9	9	21	9	13	62	False
40391	1	1	2	1	1	1	False
33332	35	161	1603	33	204	1773	False
7939	30	57	155	30	75	432	False
50898	27	62	411	25	81	474	True
39657	25	53	104	26	85	380	False
35700	21	29	138	24	51	649	False
20720	27	73	1101	26	84	781	False
14721	12	13	54	10	16	153	False
26901	33	104	264	33	175	2436	False
50650	27	48	197	25	58	138	False
18801	23	37	71	29	59	564	False
39470	37	195	868	35	274	1669	True
775	25	46	132	24	45	220	True
34439	8	8	21	7	7	116	False
33770	21	43	94	24	61	335	False
10529	1	1	1	2	2	29	False
10065	28	60	93	33	125	405	False
42946	17	24	51	23	48	523	True
30990	29	85	350	33	158	1889	False
7162	1	1	1	1	1	1	False
20894	16	20	119	18	27	110	False
46070	16	20	145	14	17	49	False
3964	1	1	2	1	1	1	False
16257	18	33	67	23	59	141	False
44074	15	18	26	22	41	166	False
7144	3	3	3	4	5	8	False
114	18	29	107	21	48	154	False
30281	34	120	503	34	145	467	True
10410	33	105	221	35	148	1313	True
26620	16	25	110	18	33	72	False
9852	1	1	1	1	1	1	False
39116	18	31	62	15	37	98	False
45819	24	76	186	29	116	407	False
11718	20	38	56	23	50	102	False
